DEPTH,NPHI,RHOB,GR,RT,PEF,CALI
4625.0,0.119,2.476,26.02,13.082,5.093,8.648
4625.1,0.121,2.457,26.749,12.423,5.038,8.625
4625.2,0.124,2.447,26.457,11.64,4.996,8.625
4625.3,0.13,2.442,26.842,11.087,4.964,8.625
4625.4,0.137,2.436,27.952,10.24,4.919,8.625
4625.5,0.144,2.426,28.455,9.724,4.846,8.625
4625.6,0.152,2.41,28.988,9.08,4.77,8.625
4625.7,0.156,2.39,29.226,8.675,4.724,8.656
4625.8,0.161,2.37,29.541,8.497,4.719,8.672
4625.9,0.167,2.35,30.575,8.453,4.74,8.648
4626.0,0.168,2.336,30.013,8.405,4.761,8.625
4626.1,0.166,2.332,30.434,8.406,4.779,8.625
4626.2,0.164,2.342,29.381,8.251,4.815,8.625
4626.3,0.157,2.366,29.881,8.32,4.885,8.672
4626.4,0.156,2.396,29.724,8.101,4.972,8.648
4626.5,0.15,2.422,29.106,8.015,5.037,8.641
4626.6,0.149,2.438,29.492,7.928,5.06,8.672
4626.7,0.148,2.444,30.256,8.117,5.045,8.672
4626.8,0.151,2.443,30.257,8.181,5.001,8.648
4626.9,0.151,2.44,29.21,8.517,4.929,8.625
4627.0,0.153,2.435,29.501,8.543,4.837,8.625
4627.1,0.156,2.43,30.049,8.197,4.747,8.625
4627.2,0.161,2.425,30.871,7.899,4.682,8.625
4627.3,0.166,2.42,29.963,7.411,4.673,8.648
4627.4,0.169,2.417,30.746,6.804,4.748,8.625
4627.5,0.17,2.418,30.483,6.735,4.902,8.625
4627.6,0.17,2.423,31.078,6.789,5.061,8.625
4627.7,0.168,2.43,30.59,6.707,5.14,8.672
4627.8,0.169,2.434,30.383,7.037,5.109,8.672
4627.9,0.174,2.431,29.744,5.9,5.027,8.672
4628.0,0.179,2.418,29.353,4.954,4.99,8.672
4628.1,0.185,2.403,29.305,4.642,5.003,8.672
4628.2,0.189,2.393,29.785,3.952,4.982,8.672
4628.3,0.194,2.389,30.099,4.285,4.883,8.648
4628.4,0.192,2.385,29.835,4.947,4.738,8.649
4628.5,0.192,2.378,31.427,4.828,4.621,8.672
4628.6,0.192,2.369,31.81,4.42,4.571,8.672
4628.7,0.194,2.36,30.938,4.121,4.576,8.672
4628.8,0.199,2.353,31.32,3.924,4.614,8.648
4628.9,0.202,2.345,31.769,3.771,4.675,8.625
4629.0,0.202,2.337,32.455,3.735,4.749,8.625
4629.1,0.202,2.331,32.393,3.697,4.817,8.625
4629.2,0.203,2.331,32.89,3.7,4.861,8.625
4629.3,0.204,2.335,34.139,3.488,4.869,8.656
4629.4,0.21,2.338,34.593,3.185,4.844,8.672
4629.5,0.221,2.336,36.237,3.202,4.8,8.648
4629.6,0.226,2.33,36.283,3.337,4.757,8.625
4629.7,0.228,2.324,36.504,3.59,4.735,8.625
4629.8,0.224,2.321,36.642,3.76,4.731,8.672
4629.9,0.224,2.319,35.678,3.585,4.736,8.625
4630.0,0.223,2.316,34.955,3.392,4.741,8.625
4630.1,0.223,2.314,34.691,3.213,4.731,8.641
4630.2,0.22,2.311,34.985,3.048,4.69,8.672
4630.3,0.223,2.309,34.796,3.312,4.622,8.625
4630.4,0.223,2.305,35.068,3.856,4.543,8.625
4630.5,0.223,2.299,35.139,3.819,4.482,8.625
4630.6,0.221,2.294,35.44,3.879,4.452,8.625
4630.7,0.215,2.29,36.148,3.893,4.444,8.672
4630.8,0.214,2.29,34.424,3.949,4.45,8.625
4630.9,0.21,2.292,32.688,4.008,4.469,8.625
4631.0,0.208,2.294,33.24,4.067,4.5,8.625
4631.1,0.207,2.295,35.438,4.093,4.525,8.625
4631.2,0.207,2.293,35.138,4.138,4.528,8.656
4631.3,0.204,2.291,34.666,4.181,4.507,8.656
4631.4,0.206,2.288,33.388,4.224,4.474,8.625
4631.5,0.206,2.285,32.979,4.264,4.429,8.625
4631.6,0.206,2.283,33.469,4.261,4.382,8.625
4631.7,0.207,2.281,35.64,4.287,4.339,8.625
4631.8,0.209,2.282,35.118,4.347,4.307,8.625
4631.9,0.211,2.283,34.589,4.409,4.297,8.625
4632.0,0.211,2.282,33.315,4.484,4.34,8.625
4632.1,0.213,2.282,34.118,4.536,4.519,8.672
4632.2,0.214,2.282,34.917,4.696,4.699,8.625
4632.3,0.215,2.291,33.73,4.792,4.917,8.625
4632.4,0.214,2.309,33.46,4.906,5.001,8.625
4632.5,0.21,2.327,34.248,4.907,4.897,8.625
4632.6,0.206,2.334,34.305,4.823,4.683,8.625
4632.7,0.203,2.325,34.127,4.93,4.49,8.625
4632.8,0.203,2.308,33.409,5.05,4.39,8.625
4632.9,0.205,2.292,31.89,5.069,4.347,8.625
4633.0,0.207,2.28,31.044,5.019,4.306,8.625
4633.1,0.209,2.27,30.512,5.087,4.254,8.625
4633.2,0.21,2.26,31.323,5.198,4.217,8.625
4633.3,0.21,2.252,32.564,5.243,4.217,8.648
4633.4,0.209,2.25,33.096,5.254,4.253,8.625
4633.5,0.207,2.254,32.26,5.291,4.3,8.625
4633.6,0.204,2.26,31.362,5.306,4.335,8.625
4633.7,0.203,2.266,32.054,5.315,4.363,8.625
4633.8,0.204,2.272,32.648,5.317,4.409,8.625
4633.9,0.206,2.277,31.49,5.306,4.476,8.625
4634.0,0.209,2.283,32.138,5.162,4.534,8.625
4634.1,0.211,2.289,32.884,4.867,4.529,8.625
4634.2,0.208,2.294,32.471,5.142,4.443,8.672
4634.3,0.21,2.292,33.117,5.549,4.329,8.625
4634.4,0.211,2.284,32.916,5.694,4.27,8.625
4634.5,0.214,2.274,32.648,5.79,4.311,8.625
4634.6,0.218,2.271,31.919,5.887,4.43,8.625
4634.7,0.221,2.277,30.371,5.813,4.547,8.625
4634.8,0.219,2.289,29.615,5.449,4.586,8.625
4634.9,0.212,2.299,30.712,5.619,4.531,8.625
4635.0,0.202,2.299,31.315,5.814,4.434,8.625
4635.1,0.196,2.289,28.858,5.837,4.357,8.625
4635.2,0.194,2.277,27.038,5.74,4.311,8.625
4635.3,0.193,2.268,27.254,5.723,4.274,8.625
4635.4,0.192,2.264,27.569,5.76,4.232,8.625
4635.5,0.191,2.261,26.42,5.88,4.192,8.625
4635.6,0.191,2.26,27.672,5.94,4.159,8.625
4635.7,0.191,2.26,29.322,5.891,4.137,8.625
4635.8,0.193,2.26,29.057,5.783,4.131,8.625
4635.9,0.191,2.262,29.644,5.755,4.167,8.672
4636.0,0.195,2.269,29.457,5.704,4.271,8.625
4636.1,0.196,2.28,28.722,5.759,4.416,8.625
4636.2,0.197,2.293,29.882,5.843,4.524,8.625
4636.3,0.197,2.304,31.4,6.095,4.535,8.625
4636.4,0.196,2.309,30.674,6.391,4.462,8.625
4636.5,0.194,2.308,31.072,6.132,4.372,8.625
4636.6,0.192,2.305,31.706,6.113,4.32,8.625
4636.7,0.189,2.305,31.754,5.907,4.309,8.625
4636.8,0.187,2.307,31.898,5.725,4.302,8.625
4636.9,0.185,2.307,34.269,5.481,4.276,8.625
4637.0,0.185,2.303,32.687,5.242,4.242,8.625
4637.1,0.188,2.295,32.28,5.404,4.209,8.625
4637.2,0.192,2.288,33.257,5.452,4.174,8.625
4637.3,0.195,2.284,31.792,5.046,4.139,8.625
4637.4,0.207,2.283,32.01,4.754,4.117,8.625
4637.5,0.199,2.284,34.653,4.488,4.128,8.639
4637.6,0.203,2.287,35.041,4.083,4.164,8.642
4637.7,0.206,2.292,34.595,3.487,4.207,8.641
4637.8,0.212,2.296,34.245,2.998,4.244,8.625
4637.9,0.213,2.3,33.928,2.568,4.291,8.634
4638.0,0.211,2.303,35.313,2.15,4.351,8.672
4638.1,0.212,2.309,38.173,1.646,4.417,8.672
4638.2,0.212,2.318,41.429,1.529,4.474,8.665
4638.3,0.213,2.33,42.403,1.743,4.525,8.661
4638.4,0.214,2.345,46.072,1.942,4.591,8.672
4638.5,0.213,2.36,48.966,2.402,4.689,8.685
4638.6,0.21,2.376,51.408,2.705,4.84,8.759
4638.7,0.212,2.404,50.422,2.46,5.092,8.745
4638.8,0.212,2.441,51.684,2.038,5.352,8.687
4638.9,0.205,2.466,49.254,2.071,5.453,8.625
4639.0,0.189,2.476,45.305,2.117,5.419,8.641
4639.1,0.183,2.476,43.013,3.84,5.316,8.641
4639.2,0.172,2.469,42.108,6.694,5.17,8.633
4639.3,0.168,2.454,41.628,6.187,4.985,8.625
4639.4,0.161,2.436,40.312,6.121,4.792,8.625
4639.5,0.156,2.424,37.339,5.971,4.679,8.625
4639.6,0.153,2.433,36.411,5.83,4.71,8.625
4639.7,0.152,2.455,34.699,5.903,4.829,8.625
4639.8,0.152,2.475,34.423,5.882,4.929,8.625
4639.9,0.148,2.488,34.599,6.344,4.996,8.663
4640.0,0.147,2.495,34.587,6.645,5.048,8.672
4640.1,0.147,2.501,33.209,6.488,5.107,8.672
4640.2,0.148,2.505,31.805,6.446,5.16,8.672
4640.3,0.148,2.506,33.229,6.322,5.173,8.669
4640.4,0.146,2.506,33.098,6.027,5.173,8.665
4640.5,0.143,2.507,31.868,5.961,5.177,8.672
4640.6,0.141,2.509,31.255,5.955,5.171,8.68
4640.7,0.14,2.511,30.726,5.499,5.135,8.68
4640.8,0.142,2.512,29.175,5.415,5.067,8.672
4640.9,0.146,2.51,29.205,5.361,4.99,8.672
4641.0,0.153,2.506,27.844,5.136,4.937,8.672
4641.1,0.159,2.502,29.127,4.98,4.936,8.693
4641.2,0.168,2.501,31.28,5.053,4.992,8.703
4641.3,0.177,2.504,32.5,5.309,5.088,8.68
4641.4,0.184,2.506,35.695,5.655,5.172,8.672
4641.5,0.197,2.49,38.364,3.975,5.138,8.625
4641.6,0.208,2.452,39.993,2.878,4.975,8.625
4641.7,0.219,2.41,43.598,2.678,4.777,8.625
4641.8,0.227,2.37,45.802,2.102,4.597,8.625
4641.9,0.231,2.331,46.828,1.811,4.442,8.625
4642.0,0.234,2.293,49.321,2.335,4.328,8.625
4642.1,0.236,2.263,52.004,2.959,4.274,8.625
4642.2,0.238,2.246,50.763,2.765,4.26,8.625
4642.3,0.238,2.241,49.949,2.498,4.261,8.625
4642.4,0.237,2.241,50.144,2.518,4.274,8.625
4642.5,0.237,2.245,50.718,2.518,4.299,8.625
4642.6,0.238,2.249,50.208,2.515,4.33,8.625
4642.7,0.239,2.253,49.888,2.47,4.356,8.648
4642.8,0.238,2.256,49.881,2.464,4.374,8.641
4642.9,0.236,2.26,48.471,2.434,4.392,8.641
4643.0,0.234,2.263,48.218,2.387,4.409,8.648
4643.1,0.234,2.265,50.735,2.349,4.412,8.648
4643.2,0.235,2.265,49.953,2.319,4.394,8.625
4643.3,0.233,2.267,49.58,2.276,4.378,8.672
4643.4,0.237,2.272,51.949,2.249,4.405,8.641
4643.5,0.238,2.283,52.737,2.203,4.473,8.625
4643.6,0.237,2.298,50.259,2.158,4.535,8.625
4643.7,0.234,2.312,49.449,2.058,4.535,8.625
4643.8,0.231,2.315,46.49,1.897,4.469,8.656
4643.9,0.229,2.309,45.192,1.809,4.379,8.625
4644.0,0.228,2.298,46.665,1.717,4.301,8.625
4644.1,0.227,2.289,46.502,1.646,4.249,8.625
4644.2,0.224,2.287,47.049,1.585,4.22,8.625
4644.3,0.218,2.29,45.604,1.527,4.207,8.625
4644.4,0.212,2.297,44.714,1.507,4.208,8.625
4644.5,0.205,2.305,43.021,1.509,4.212,8.625
4644.6,0.2,2.312,41.565,1.497,4.219,8.625
4644.7,0.195,2.317,41.211,1.511,4.224,8.625
4644.8,0.192,2.318,40.668,1.57,4.229,8.625
4644.9,0.184,2.319,40.189,1.629,4.231,8.648
4645.0,0.182,2.322,39.209,1.65,4.224,8.625
4645.1,0.176,2.326,39.947,1.713,4.207,8.625
4645.2,0.17,2.33,37.953,1.758,4.182,8.625
4645.3,0.165,2.33,36.939,1.819,4.147,8.625
4645.4,0.161,2.328,35.313,1.866,4.108,8.625
4645.5,0.157,2.326,33.976,1.908,4.067,8.625
4645.6,0.153,2.328,33.991,2.038,4.025,8.625
4645.7,0.15,2.333,33.139,2.147,3.984,8.625
4645.8,0.149,2.339,32.181,2.321,3.952,8.625
4645.9,0.152,2.343,31.539,2.558,3.946,8.625
4646.0,0.158,2.343,32.634,2.808,3.973,8.625
4646.1,0.167,2.338,32.271,2.894,4.024,8.625
4646.2,0.173,2.331,29.628,3.073,4.087,8.656
4646.3,0.182,2.323,30.122,3.253,4.151,8.625
4646.4,0.185,2.318,29.263,3.232,4.206,8.625
4646.5,0.181,2.318,30.591,3.258,4.226,8.649
4646.6,0.177,2.322,32.519,3.402,4.19,8.672
4646.7,0.175,2.325,34.75,3.609,4.114,8.637
4646.8,0.169,2.324,36.704,3.706,4.029,8.625
4646.9,0.162,2.321,35.801,3.853,3.964,8.625
4647.0,0.152,2.319,36.064,3.975,3.926,8.648
4647.1,0.15,2.319,31.786,4.154,3.905,8.625
4647.2,0.145,2.32,28.675,4.218,3.894,8.672
4647.3,0.148,2.318,27.176,4.279,3.885,8.641
4647.4,0.145,2.312,25.448,4.288,3.866,8.672
4647.5,0.148,2.302,22.669,4.196,3.83,8.648
4647.6,0.149,2.29,19.346,4.075,3.795,8.625
4647.7,0.152,2.278,18.087,3.913,3.786,8.625
4647.8,0.155,2.269,16.072,3.88,3.802,8.625
4647.9,0.157,2.264,14.683,3.833,3.824,8.625
4648.0,0.159,2.262,13.018,3.865,3.832,8.625
4648.1,0.158,2.261,12.467,3.939,3.821,8.649
4648.2,0.16,2.259,12.184,4.05,3.799,8.672
4648.3,0.164,2.257,11.456,4.128,3.78,8.637
4648.4,0.164,2.255,11.982,4.075,3.763,8.625
4648.5,0.163,2.255,11.456,3.975,3.746,8.625
4648.6,0.159,2.255,11.048,3.847,3.727,8.648
4648.7,0.161,2.255,10.765,3.724,3.717,8.625
4648.8,0.161,2.254,10.314,3.668,3.723,8.625
4648.9,0.162,2.252,10.486,3.584,3.746,8.637
4649.0,0.162,2.251,10.698,3.391,3.784,8.641
4649.1,0.163,2.252,11.646,3.2,3.825,8.648
4649.2,0.165,2.254,12.115,3.042,3.85,8.625
4649.3,0.167,2.258,12.131,2.822,3.848,8.625
4649.4,0.168,2.262,11.158,2.751,3.829,8.625
4649.5,0.166,2.265,10.812,2.681,3.814,8.625
4649.6,0.166,2.264,11.2,2.509,3.816,8.625
4649.7,0.166,2.261,11.669,2.446,3.821,8.625
4649.8,0.165,2.256,11.498,2.263,3.804,8.649
4649.9,0.167,2.253,11.607,2.189,3.766,8.672
4650.0,0.169,2.25,11.74,2.082,3.737,8.641
4650.1,0.168,2.25,12.089,2.007,3.74,8.625
4650.2,0.166,2.249,12.197,1.948,3.772,8.625
4650.3,0.166,2.247,11.667,1.916,3.815,8.625
4650.4,0.166,2.245,12.113,1.907,3.853,8.625
4650.5,0.168,2.244,11.877,1.908,3.879,8.625
4650.6,0.168,2.244,11.894,1.896,3.89,8.625
4650.7,0.168,2.245,11.251,1.9,3.884,8.625
4650.8,0.168,2.247,11.245,1.939,3.872,8.625
4650.9,0.166,2.247,11.037,1.955,3.866,8.656
4651.0,0.17,2.246,11.046,1.975,3.877,8.625
4651.1,0.17,2.245,11.077,1.953,3.901,8.625
4651.2,0.169,2.245,10.756,1.968,3.927,8.625
4651.3,0.169,2.248,10.568,1.99,3.937,8.625
4651.4,0.17,2.25,10.663,2.031,3.927,8.625
4651.5,0.171,2.252,10.501,2.063,3.913,8.625
4651.6,0.172,2.256,9.845,2.097,3.908,8.625
4651.7,0.168,2.26,10.425,2.122,3.91,8.648
4651.8,0.169,2.264,10.315,2.151,3.912,8.648
4651.9,0.166,2.268,10.443,2.207,3.913,8.625
4652.0,0.16,2.272,10.812,2.262,3.927,8.649
4652.1,0.158,2.274,11.381,2.297,3.956,8.672
4652.2,0.16,2.276,10.7,2.351,3.988,8.641
4652.3,0.157,2.276,10.992,2.417,4.008,8.672
4652.4,0.156,2.276,11.027,2.489,4.008,8.672
4652.5,0.155,2.277,11.316,2.556,3.999,8.672
4652.6,0.154,2.279,11.668,2.59,3.995,8.66
4652.7,0.155,2.282,11.345,2.574,4.016,8.625
4652.8,0.151,2.283,11.115,2.574,4.074,8.672
4652.9,0.151,2.28,11.415,2.552,4.159,8.672
4653.0,0.154,2.273,11.484,2.604,4.241,8.672
4653.1,0.161,2.265,11.784,2.659,4.278,8.672
4653.2,0.168,2.26,13.253,2.659,4.245,8.672
4653.3,0.171,2.26,18.627,2.584,4.158,8.672
4653.4,0.169,2.267,15.482,2.478,4.066,8.625
4653.5,0.16,2.275,11.859,2.477,4.005,8.625
4653.6,0.151,2.282,10.867,2.363,3.972,8.625
4653.7,0.148,2.287,10.193,2.288,3.949,8.625
4653.8,0.148,2.289,9.601,2.278,3.94,8.625
4653.9,0.149,2.29,9.649,2.294,3.949,8.625
4654.0,0.149,2.29,9.423,2.301,3.962,8.625
4654.1,0.144,2.291,10.283,2.301,3.959,8.672
4654.2,0.143,2.292,10.259,2.315,3.939,8.672
4654.3,0.144,2.294,9.78,2.293,3.924,8.672
4654.4,0.145,2.296,10.756,2.298,3.926,8.672
4654.5,0.146,2.296,10.434,2.298,3.936,8.672
4654.6,0.146,2.295,10.422,2.276,3.946,8.672
4654.7,0.145,2.294,10.201,2.262,3.955,8.672
4654.8,0.144,2.294,8.597,2.233,3.965,8.672
4654.9,0.143,2.295,8.56,2.222,3.969,8.672
4655.0,0.143,2.297,9.265,2.183,3.96,8.672
4655.1,0.144,2.299,9.454,2.165,3.942,8.672
4655.2,0.144,2.301,8.803,2.168,3.923,8.672
4655.3,0.143,2.302,8.196,2.116,3.91,8.672
4655.4,0.14,2.304,9.142,2.143,3.901,8.672
4655.5,0.137,2.306,8.937,2.199,3.891,8.672
4655.6,0.135,2.308,9.004,2.197,3.873,8.672
4655.7,0.135,2.308,9.338,2.202,3.853,8.672
4655.8,0.137,2.307,9.298,2.176,3.839,8.672
4655.9,0.139,2.306,9.229,2.144,3.845,8.672
4656.0,0.143,2.306,9.774,2.173,3.868,8.625
4656.1,0.139,2.308,9.458,2.205,3.895,8.672
4656.2,0.138,2.309,9.443,2.206,3.907,8.672
4656.3,0.138,2.308,9.215,2.222,3.895,8.672
4656.4,0.138,2.305,9.417,2.226,3.868,8.672
4656.5,0.143,2.303,9.576,2.207,3.844,8.625
4656.6,0.141,2.303,9.376,2.225,3.837,8.649
4656.7,0.142,2.303,9.709,2.208,3.864,8.672
4656.8,0.142,2.303,9.722,2.237,3.913,8.672
4656.9,0.143,2.304,9.696,2.304,3.961,8.649
4657.0,0.138,2.304,9.97,2.348,3.978,8.672
4657.1,0.136,2.305,10.539,2.353,3.963,8.672
4657.2,0.139,2.307,10.565,2.369,3.944,8.625
4657.3,0.139,2.311,10.106,2.358,3.946,8.625
4657.4,0.139,2.315,10.004,2.348,3.965,8.637
4657.5,0.136,2.318,11.115,2.349,3.98,8.672
4657.6,0.135,2.319,10.416,2.334,3.975,8.672
4657.7,0.135,2.319,9.782,2.341,3.959,8.672
4657.8,0.134,2.318,10.485,2.367,3.949,8.672
4657.9,0.133,2.315,11.269,2.421,3.948,8.672
4658.0,0.132,2.312,11.264,2.476,3.937,8.672
4658.1,0.132,2.307,10.711,2.498,3.909,8.672
4658.2,0.132,2.304,10.948,2.469,3.865,8.672
4658.3,0.133,2.301,11.313,2.38,3.819,8.672
4658.4,0.133,2.298,10.548,2.288,3.783,8.672
4658.5,0.134,2.295,9.61,2.149,3.765,8.672
4658.6,0.135,2.29,10.402,2.029,3.759,8.672
4658.7,0.137,2.285,10.708,1.981,3.76,8.672
4658.8,0.139,2.28,9.744,1.989,3.776,8.672
4658.9,0.142,2.276,9.44,2.12,3.809,8.672
4659.0,0.148,2.273,10.095,2.302,3.84,8.663
4659.1,0.156,2.272,10.45,2.472,3.853,8.641
4659.2,0.158,2.271,10.643,2.574,3.854,8.653
4659.3,0.156,2.269,10.913,2.693,3.852,8.664
4659.4,0.153,2.267,11.726,2.911,3.846,8.672
4659.5,0.152,2.266,11.326,3.169,3.834,8.672
4659.6,0.155,2.269,10.801,3.747,3.827,8.656
4659.7,0.155,2.272,11.115,4.217,3.839,8.635
4659.8,0.152,2.274,11.15,4.809,3.863,8.672
4659.9,0.152,2.274,10.815,5.743,3.885,8.641
4660.0,0.151,2.272,11.648,8.129,3.898,8.66
4660.1,0.153,2.27,12.454,14.183,3.9,8.625
4660.2,0.154,2.268,13.931,22.565,3.898,8.637
4660.3,0.156,2.269,13.484,36.704,3.939,8.641
4660.4,0.155,2.279,13.019,49.411,4.082,8.672
4660.5,0.156,2.309,12.76,53.556,4.353,8.672
4660.6,0.156,2.364,12.359,52.086,4.721,8.672
4660.7,0.156,2.437,11.622,51.711,5.075,8.672
4660.8,0.157,2.507,11.248,50.789,5.303,8.672
4660.9,0.157,2.562,11.826,48.583,5.408,8.672
4661.0,0.151,2.612,12.206,44.992,5.476,8.672
4661.1,0.129,2.646,12.293,45.143,5.524,8.672
4661.2,0.091,2.661,12.595,46.39,5.543,8.672
4661.3,0.063,2.665,11.649,43.531,5.527,8.672
4661.4,0.054,2.659,12.503,37.484,5.465,8.672
4661.5,0.051,2.641,10.665,34.466,5.336,8.703
4661.6,0.054,2.61,9.387,31.166,5.142,8.727
4661.7,0.064,2.586,9.467,28.773,5.015,8.75
4661.8,0.076,2.582,9.368,24.077,5.04,8.75
4661.9,0.088,2.582,10.205,18.878,5.095,8.766
4662.0,0.099,2.581,10.411,15.869,5.145,8.781
4662.1,0.107,2.578,9.313,11.129,5.167,8.781
4662.2,0.113,2.572,8.603,6.988,5.158,8.781
4662.3,0.12,2.566,8.843,5.14,5.131,8.781
4662.4,0.126,2.56,9.606,4.333,5.1,8.781
4662.5,0.129,2.553,9.783,3.226,5.068,8.773
4662.6,0.13,2.54,9.643,2.621,5.02,8.75
4662.7,0.131,2.518,9.273,2.84,4.946,8.723
4662.8,0.129,2.499,10.004,4.416,4.855,8.703
4662.9,0.124,2.487,10.343,5.547,4.758,8.703
4663.0,0.118,2.471,10.12,6.523,4.631,8.687
4663.1,0.112,2.449,10.433,7.09,4.481,8.672
4663.2,0.106,2.424,10.952,8.172,4.351,8.66
4663.3,0.09,2.4,10.705,10.112,4.27,8.74
4663.4,0.079,2.383,11.69,13.021,4.238,8.719
4663.5,0.066,2.372,13.134,18.513,4.252,8.75
4663.6,0.061,2.372,13.01,21.204,4.355,8.75
4663.7,0.059,2.382,13.395,17.143,4.561,8.75
4663.8,0.063,2.387,14.246,16.294,4.67,8.703
4663.9,0.069,2.37,14.582,14.446,4.547,8.672
4664.0,0.076,2.342,12.903,12.915,4.325,8.672
4664.1,0.085,2.311,12.207,11.062,4.125,8.672
4664.2,0.098,2.284,11.181,9.823,4.004,8.672
4664.3,0.112,2.265,10.907,8.07,3.966,8.672
4664.4,0.126,2.256,10.849,6.206,3.959,8.672
4664.5,0.136,2.252,10.252,4.568,3.927,8.672
4664.6,0.143,2.252,10.317,3.793,3.895,8.672
4664.7,0.15,2.254,10.803,3.314,3.878,8.672
4664.8,0.155,2.257,10.823,3.036,3.878,8.672
4664.9,0.158,2.261,10.474,2.614,3.883,8.672
4665.0,0.16,2.264,10.247,2.376,3.883,8.672
4665.1,0.16,2.265,11.042,2.252,3.877,8.672
4665.2,0.158,2.263,11.284,2.287,3.873,8.672
4665.3,0.16,2.262,11.709,2.234,3.868,8.664
4665.4,0.155,2.261,11.691,2.093,3.863,8.672
4665.5,0.155,2.262,11.295,2.017,3.855,8.672
4665.6,0.157,2.262,11.835,1.993,3.848,8.659
4665.7,0.155,2.262,11.282,1.982,3.847,8.666
4665.8,0.155,2.261,10.604,1.969,3.853,8.672
4665.9,0.156,2.259,10.802,1.971,3.861,8.672
4666.0,0.156,2.256,10.52,1.982,3.864,8.672
4666.1,0.155,2.254,10.308,2.009,3.859,8.672
4666.2,0.153,2.254,10.227,2.053,3.854,8.672
4666.3,0.151,2.256,9.563,2.084,3.853,8.672
4666.4,0.149,2.259,9.533,2.12,3.853,8.672
4666.5,0.148,2.262,10.07,2.149,3.847,8.672
4666.6,0.15,2.263,9.787,2.185,3.832,8.672
4666.7,0.153,2.263,10.777,2.199,3.811,8.672
4666.8,0.155,2.262,10.357,2.242,3.786,8.672
4666.9,0.156,2.259,9.722,2.267,3.764,8.672
4667.0,0.155,2.257,9.334,2.287,3.751,8.672
4667.1,0.153,2.257,9.067,2.327,3.754,8.672
4667.2,0.153,2.257,9.507,2.349,3.767,8.672
4667.3,0.153,2.258,9.628,2.355,3.784,8.672
4667.4,0.154,2.258,9.573,2.383,3.798,8.672
4667.5,0.154,2.257,9.702,2.457,3.8,8.672
4667.6,0.153,2.257,9.159,2.512,3.8,8.672
4667.7,0.151,2.258,8.852,2.598,3.813,8.672
4667.8,0.149,2.262,9.233,2.654,3.834,8.672
4667.9,0.146,2.266,9.201,2.704,3.848,8.672
4668.0,0.144,2.269,9.402,2.706,3.851,8.672
4668.1,0.143,2.27,9.253,2.762,3.851,8.672
4668.2,0.143,2.27,9.283,2.776,3.859,8.672
4668.3,0.142,2.271,9.314,2.851,3.868,8.672
4668.4,0.142,2.271,9.821,2.899,3.888,8.672
4668.5,0.142,2.271,10.882,2.936,3.9,8.672
4668.6,0.143,2.27,11.768,2.97,3.856,8.672
4668.7,0.144,2.271,12.246,2.974,3.78,8.672
4668.8,0.147,2.273,11.723,2.983,3.77,8.672
4668.9,0.149,2.273,11.611,2.964,3.786,8.672
4669.0,0.151,2.272,11.33,2.946,3.814,8.672
4669.1,0.151,2.269,11.306,2.901,3.848,8.672
4669.2,0.151,2.268,10.45,2.894,3.882,8.672
4669.3,0.15,2.269,9.383,2.889,3.895,8.672
4669.4,0.149,2.27,8.877,2.892,3.876,8.672
4669.5,0.149,2.269,9.861,2.888,3.83,8.672
4669.6,0.15,2.266,9.439,2.883,3.784,8.672
4669.7,0.15,2.262,9.869,2.873,3.763,8.672
4669.8,0.149,2.26,9.965,2.845,3.77,8.672
4669.9,0.148,2.26,9.21,2.806,3.789,8.672
4670.0,0.148,2.26,8.863,2.795,3.797,8.672
4670.1,0.147,2.262,9.489,2.827,3.788,8.672
4670.2,0.145,2.264,9.516,2.819,3.772,8.672
4670.3,0.143,2.266,9.841,2.765,3.761,8.672
4670.4,0.142,2.27,9.891,2.739,3.769,8.672
4670.5,0.142,2.274,10.369,2.778,3.801,8.672
4670.6,0.144,2.278,10.727,2.749,3.845,8.672
4670.7,0.146,2.282,10.748,2.792,3.883,8.672
4670.8,0.146,2.284,9.777,2.842,3.895,8.672
4670.9,0.145,2.286,9.536,2.878,3.867,8.672
4671.0,0.144,2.286,10.52,2.904,3.813,8.672
4671.1,0.142,2.286,10.694,2.911,3.766,8.672
4671.2,0.142,2.286,10.488,2.921,3.757,8.672
4671.3,0.142,2.286,11.297,2.92,3.785,8.672
4671.4,0.142,2.285,11.576,2.948,3.823,8.672
4671.5,0.141,2.285,11.166,2.954,3.852,8.672
4671.6,0.141,2.284,10.962,2.942,3.865,8.672
4671.7,0.143,2.284,11.072,2.899,3.868,8.625
4671.8,0.145,2.283,10.887,2.887,3.867,8.625
4671.9,0.147,2.282,10.958,2.838,3.865,8.625
4672.0,0.149,2.28,10.533,2.815,3.862,8.625
4672.1,0.149,2.277,11.004,2.782,3.856,8.625
4672.2,0.145,2.276,11.015,2.749,3.839,8.672
4672.3,0.145,2.277,11.091,2.822,3.815,8.672
4672.4,0.145,2.279,10.683,2.787,3.793,8.672
4672.5,0.149,2.279,10.694,2.745,3.786,8.649
4672.6,0.146,2.279,10.065,2.84,3.802,8.672
4672.7,0.145,2.279,10.267,2.984,3.838,8.649
4672.8,0.144,2.282,10.71,2.98,3.886,8.672
4672.9,0.142,2.285,10.694,3.111,3.935,8.672
4673.0,0.14,2.288,10.415,3.142,3.966,8.672
